Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
13-01-11,22.15,22.75,22.15,22.55,22.4612492,42283,138,949729,28543,67.5,0.6,0.4
12-01-11,22.15,22.5,21.75,22.4,22.15243065,54615,157,1209855,41069,75.2,0.75,0.25
11-01-11,22,22.95,21.45,22.05,22.07926169,147852,360,3264463,60009,40.59,1.5,0.05
10-01-11,22.65,22.9,22.05,22.25,22.34701751,88131,259,1969465,48916,55.5,0.85,-0.4
07-01-11,23.5,23.6,22.6,22.8,23.01864449,48218,225,1109913,40218,83.41,1,-0.7
06-01-11,23.25,24,22.55,23.45,23.12873271,57398,153,1327543,48228,84.02,1.45,0.2
05-01-11,23.15,23.45,22.7,22.95,22.96694141,89901,229,2064751,60870,67.71,0.75,-0.2
04-01-11,23.6,23.95,23.35,23.45,23.58538275,63514,165,1498002,49336,77.68,0.6,-0.15
03-01-11,23.1,24,22.8,23.6,23.67176319,115569,306,2735722,82330,71.24,1.2,0.5
31-12-10,23.25,23.25,22.8,22.95,23.01507538,52138,201,1199960,39557,75.87,0.45,-0.3
30-12-10,22.95,23.05,22.7,22.95,22.87732529,27846,140,637042,19260,69.17,0.35,0
29-12-10,22.8,23.25,22.6,22.7,22.86457413,44157,186,1009631,33063,74.88,0.65,-0.1
28-12-10,23.2,23.25,22.6,22.75,22.89286521,48677,152,1114356,37235,76.49,0.65,-0.45
27-12-10,23,23.3,22.6,22.75,23.03312257,27202,132,626547,19837,72.92,0.7,-0.25
24-12-10,22.9,23.6,22.9,23.25,23.29899347,38449,167,895823,33865,88.08,0.7,0.35
23-12-10,23.35,23.8,23.05,23.2,23.35494931,60372,173,1409985,49878,82.62,0.75,-0.15
22-12-10,24.3,24.3,23.5,23.6,24.1247821,235202,576,5674197,141675,60.24,0.8,-0.7
21-12-10,22.3,23.15,22.1,23.15,22.94017342,51666,165,1185227,48713,94.28,1.05,0.85
20-12-10,22.5,22.85,21.55,22.05,22.42838998,107073,235,2401475,90797,84.8,1.3,-0.45
16-12-10,22.2,23,22.1,22.5,22.37046328,43451,164,972019,32508,74.82,0.9,0.3
15-12-10,22.25,22.65,22.1,22.25,22.35728618,34387,141,768800,24435,71.06,0.55,0
14-12-10,22.75,22.9,21.9,22.25,22.3857452,62842,252,1406765,45414,72.27,1,-0.5
13-12-10,22.35,22.4,21.75,22.25,22.13694001,73974,208,1637558,58789,79.47,0.65,-0.1
10-12-10,21.75,22.25,20.55,21.7,21.54652929,106664,358,2298239,75252,70.55,1.7,-0.05
09-12-10,23,23,21.4,21.55,22.10289488,126741,412,2801343,105417,83.18,1.6,-1.45
08-12-10,23,23.1,22,22.45,22.54726109,107287,387,2419028,90753,84.59,1.1,-0.55
07-12-10,23.5,23.85,22.7,22.75,23.29253211,294501,475,6859674,239381,81.28,1.15,-0.75
06-12-10,25.45,25.8,23.85,23.85,24.52052917,387400,685,9499253,289733,74.79,1.95,-1.6
03-12-10,25.6,25.9,24.9,25.1,25.24542661,154262,470,3894410,113328,73.46,1,-0.5
02-12-10,26.45,26.6,25.1,25.4,25.85403962,101829,414,2632691,101829,100,1.5,-1.05
01-12-10,24.95,25.6,24.5,25.5,25.14742356,170468,593,4286831,170468,100,1.1,0.55
30-11-10,23.6,24.4,22.7,24.4,23.94269919,108166,290,2589786,108166,100,1.7,0.8
29-11-10,22.4,23.5,22,23.25,22.79400044,100374,301,2287925,100374,100,1.5,0.85
26-11-10,23.7,23.95,22.3,22.75,22.6594034,172007,489,3897576,172007,100,1.65,-0.95
25-11-10,24.1,24.4,23.2,23.45,23.70731438,90575,287,2147290,90575,100,1.2,-0.65
24-11-10,24.25,24.75,23.55,23.9,24.17861526,94516,286,2285266,94516,100,1.2,-0.35
23-11-10,24,24.9,23.55,24.25,24.19791108,93158,328,2254229,93158,100,1.35,0.25
22-11-10,24.4,24.9,23.5,23.9,23.93717681,105009,517,2513619,105009,100,1.4,-0.5
19-11-10,24.95,25,23.5,24.3,23.91174714,164040,489,3922483,164040,100,1.5,-0.65
18-11-10,26,26,24.65,24.7,24.90332664,161244,476,4015512,161244,100,1.35,-1.3
16-11-10,27.25,27.25,25.9,25.9,26.20322342,141775,447,3714962,141775,100,1.35,-1.35
15-11-10,28.85,29.45,27.25,27.25,27.7644032,321439,762,8924562,321439,100,2.2,-1.6
12-11-10,28.65,28.65,28.25,28.65,28.64581831,514493,1029,14738073,514493,100,0.4,0
11-11-10,27.3,27.3,27.3,27.3,27.29999212,88779,257,2423666,88779,100,0,0
10-11-10,25.3,26,25.1,26,25.95400377,102291,243,2654861,102291,100,0.9,0.7
09-11-10,24.4,25.15,24.1,24.8,24.80302624,70781,210,1755583,70781,100,1.05,0.4
08-11-10,25.55,26.4,24.7,24.8,25.20255484,96053,318,2420781,96053,100,1.7,-0.75
05-11-10,24.5,25.55,24.4,25.5,25.48653872,97279,307,2479305,97279,100,1.15,1
04-11-10,25.2,25.75,24.35,24.35,24.70268449,142448,394,3518848,142448,100,1.4,-0.85
03-11-10,26.9,26.9,25.25,25.6,25.76699182,114614,401,2953258,114614,100,1.65,-1.3
02-11-10,27.4,27.4,25.25,26.3,26.45447412,500814,1208,13248771,500814,100,2.15,-1.1
01-11-10,26.15,26.15,26.15,26.15,26.14999809,104688,249,2737591,104688,100,0,0
29-10-10,24.95,24.95,24.95,24.95,24.94999394,132044,290,3294497,132044,100,0,0
28-10-10,22.55,23.8,22.55,23.8,23.24245356,118864,238,2762691,118864,100,1.25,1.25
27-10-10,23.1,23.25,22.6,22.7,22.91665661,74559,258,1708643,74559,100,0.65,-0.4
26-10-10,23.25,23.5,22.8,23,23.05843124,96866,304,2233578,96866,100,0.7,-0.25
25-10-10,23.7,23.7,23,23.05,23.23523615,73067,266,1697729,73067,100,0.7,-0.65
22-10-10,23.4,23.65,23.2,23.35,23.4094019,67965,191,1591020,67965,100,0.45,-0.05
21-10-10,23.6,24,23.1,23.3,23.59787756,93760,233,2212537,93760,100,0.9,-0.3
20-10-10,23.5,24,23.4,23.6,23.73199635,55947,193,1327734,55947,100,0.6,0.1
19-10-10,23.9,24.2,23.35,23.5,23.78653508,57349,223,1364134,57349,100,0.85,-0.4
18-10-10,24.3,24.45,23.35,23.95,23.98668087,117350,334,2814837,117350,100,1.1,-0.35
15-10-10,24.45,24.55,23.5,24.05,24.25513401,126071,403,3057869,126071,100,1.05,-0.4
14-10-10,24.95,24.95,23.75,24.2,24.22899088,152172,440,3686974,152172,100,1.2,-0.75
13-10-10,23.8,24.3,23.55,23.8,23.93913053,94448,258,2261003,94448,100,0.75,0
12-10-10,23.8,24.1,23,23.7,23.44829313,117818,396,2762631,117818,100,1.1,-0.1
11-10-10,23.55,24.45,23.25,23.9,24.14053176,73229,221,1767787,73229,100,1.2,0.35
08-10-10,24.2,24.65,23.4,23.75,24.02616854,125991,361,3027081,125991,100,1.25,-0.45
07-10-10,24.5,24.85,23.5,24.1,24.02475784,167866,340,4032940,167866,100,1.35,-0.4
06-10-10,24.5,24.5,23.8,23.9,24.01539789,112418,314,2699763,112418,100,0.7,-0.6
05-10-10,23.85,24.45,23.35,24.35,24.11429165,96315,314,2322568,96315,100,1.1,0.5
04-10-10,25,25,23.35,23.55,23.94801824,107884,399,2583608,107884,100,1.65,-1.45
01-10-10,24.1,24.5,23.8,24.05,24.17884783,98978,345,2393174,98978,100,0.7,-0.05
30-09-10,24.05,24.2,23.5,23.8,23.7899409,89332,288,2125203,89332,100,0.7,-0.25
29-09-10,25.9,25.95,23.8,24.05,24.58157976,178825,549,4395801,178825,100,2.15,-1.85
28-09-10,24,24.75,23.8,24.75,24.70511043,260389,754,6432939,260389,100,0.95,0.75
27-09-10,23.95,24.35,23.05,23.6,23.85184013,208464,549,4972250,208464,100,1.3,-0.35
24-09-10,24,24.25,23,23.25,23.52857427,181142,513,4262013,181142,100,1.25,-0.75
23-09-10,23.95,24.4,23.6,24,23.96435951,124381,362,2980711,124381,100,0.8,0.05
22-09-10,24.75,25.55,23.55,23.8,24.47465528,230620,662,5644345,230620,100,2,-0.95
21-09-10,23.5,24.8,23.1,24.75,24.57922562,673368,590,16550864,673368,100,1.7,1.25
20-09-10,24.25,24.8,23.45,23.65,23.99747495,125146,479,3003188,125146,100,1.35,-0.6
17-09-10,24.45,24.75,24.1,24.25,24.31103687,120931,478,2939958,120931,100,0.65,-0.2
16-09-10,24.05,24.9,23.8,24.05,24.20844019,148954,658,3605944,103101,69.22,1.1,0
15-09-10,25.1,25.5,24.2,24.35,24.72468009,276482,966,6835929,177898,64.34,1.3,-0.75
14-09-10,25.5,26,24.25,24.5,25.03158928,479783,1490,12009731,342632,71.41,1.75,-1
13-09-10,27.8,27.95,25.15,25.3,26.28152393,378522,1330,9948135,262426,69.33,2.8,-2.5
09-09-10,29,29.25,27,27.25,28.23365626,1127083,3909,31821674,607862,53.93,2.25,-1.75
08-09-10,26.95,28.7,25.3,28.35,27.5967613,1688578,5561,46599284,665194,39.39,3.4,1.4
07-09-10,26,27.5,25.7,26.35,26.67114641,858829,3581,22905954,501864,58.44,1.8,0.35
06-09-10,25,26.25,22.9,25.7,25.4024153,1679792,5424,42670774,1002581,59.68,3.35,0.7
03-09-10,23,23.55,22.5,22.75,22.99110486,202695,726,4660182,122936,60.65,1.05,-0.25
02-09-10,22.2,24.45,22.2,23,23.67102074,789147,2840,18679915,370507,46.95,2.25,0.8
01-09-10,21,21.5,20.4,20.95,20.98324918,79817,329,1674820,60835,76.22,1.1,-0.05
31-08-10,21.2,21.35,20.5,20.8,20.91841084,91973,380,1923929,67037,72.89,0.85,-0.4
30-08-10,21.8,21.95,21.1,21.2,21.50961925,64766,333,1393092,45932,70.92,0.85,-0.6
27-08-10,21.95,21.95,21.5,21.7,21.74023017,104966,320,2281985,76525,72.9,0.45,-0.25
26-08-10,22.25,22.3,21.65,21.7,21.93264625,79951,414,1753537,59788,74.78,0.65,-0.55
25-08-10,22.7,22.8,21.75,21.9,22.06583809,134527,487,2968451,102035,75.85,1.05,-0.8
24-08-10,23.5,23.5,22.45,22.55,22.75713348,137170,434,3121596,95216,69.41,1.05,-0.95
23-08-10,22.9,24.4,22.9,23.25,23.41587457,61230,332,1433754,36343,59.35,1.5,0.35
20-08-10,23.45,23.45,22.9,23.05,23.09577188,107944,404,2493050,74314,68.84,0.55,-0.4
19-08-10,23,23.4,22.7,23.1,23.09372839,163387,425,3773215,106727,65.32,0.7,0.1
18-08-10,23.2,23.45,22.65,23,23.05481897,167515,373,3862028,117490,70.14,0.8,-0.2
17-08-10,23.05,23.75,22.6,22.7,23.08438397,87090,365,2010419,51402,59.02,1.15,-0.35
16-08-10,23.45,23.45,22.85,22.95,23.07830389,60444,278,1394945,39971,66.13,0.6,-0.5
13-08-10,23.3,23.65,22.85,23,23.19822866,80730,314,1872793,57283,70.96,0.8,-0.3
12-08-10,23.4,23.5,23,23.1,23.24919406,54905,248,1276497,36714,66.87,0.5,-0.3
11-08-10,23.25,24.35,22.9,23.4,23.63126505,226355,759,5349055,118376,52.3,1.45,0.15
10-08-10,23.45,23.45,22.7,22.75,22.96865837,72300,278,1660634,49386,68.31,0.75,-0.7
09-08-10,23.3,23.4,22.9,23.1,23.20504114,73039,298,1694873,51273,70.2,0.5,-0.2
06-08-10,23.65,23.65,22.7,22.8,23.07486726,129576,484,2989949,83843,64.71,0.95,-0.85
05-08-10,23.1,24.1,23.05,23.15,23.4385709,222126,753,5206316,122685,55.23,1.05,0.05
04-08-10,22.85,23.1,22.3,22.9,22.86324394,89305,362,2041802,54171,60.66,0.8,0.05
03-08-10,23,23.5,22.8,22.95,23.19948582,89074,336,2066471,62105,69.72,0.7,-0.05
02-08-10,23.15,23.5,22.9,23,23.1952381,72240,316,1675624,48698,67.41,0.6,-0.15
30-07-10,23.45,23.75,22.7,23.25,23.19445193,115067,397,2668916,68069,59.16,1.05,-0.2
29-07-10,23,23.8,23,23.55,23.37045836,83340,276,1947694,56279,67.53,0.8,0.55
28-07-10,23.35,23.55,22.9,23,23.21052448,86028,336,1996755,60904,70.8,0.65,-0.35
27-07-10,23,24.5,23,23.4,23.85340771,241643,842,5764009,97072,40.17,1.5,0.4
26-07-10,23.5,23.5,23,23.05,23.15911427,75870,282,1757082,55213,72.77,0.5,-0.45
23-07-10,23.7,23.9,23.15,23.2,23.32317399,80517,308,1877912,45275,56.23,0.75,-0.5
22-07-10,23.65,23.8,23.05,23.25,23.30762364,122107,415,2846024,74034,60.63,0.75,-0.4
21-07-10,24,24.45,23.1,23.35,23.43250001,188363,516,4413816,118343,62.83,1.35,-0.65
20-07-10,24,24.35,23.2,23.3,23.65276844,154672,474,3658421,102952,66.56,1.15,-0.7
19-07-10,24,24.15,23.65,23.75,23.89471359,70180,287,1676931,52793,75.23,0.5,-0.25
16-07-10,24.05,24.3,23.5,23.9,24.03725027,83892,347,2016533,53751,64.07,0.8,-0.15
15-07-10,24.8,24.8,24,24.1,24.2367337,163610,601,3965372,103183,63.07,0.8,-0.7
14-07-10,24.75,25.85,24.45,24.6,25.07457999,286538,958,7184820,157677,55.03,1.4,-0.15
13-07-10,24.4,24.7,24.2,24.3,24.41731893,70651,270,1725108,50644,71.68,0.5,-0.1
12-07-10,24.6,24.9,24.25,24.4,24.5473377,112384,390,2758728,72379,64.4,0.65,-0.2
09-07-10,25.15,25.15,24.5,24.6,24.71793803,95947,334,2371612,64769,67.5,0.65,-0.55
08-07-10,25.5,25.5,24.7,24.95,25.02094068,93932,297,2350267,62893,66.96,0.8,-0.55
07-07-10,24.8,25.25,24.55,24.7,24.93427676,165284,403,4121237,79794,48.28,0.7,-0.1
06-07-10,25.25,25.6,24.75,24.8,24.91198569,91701,274,2284454,69860,76.18,0.85,-0.45
05-07-10,24.65,26.5,24.5,25.25,25.47013499,240616,683,6128522,154492,64.21,2,0.6
02-07-10,24.55,25,24.15,24.4,24.62702213,136984,409,3373508,94645,69.09,0.85,-0.15
01-07-10,24.8,25.05,24.55,24.75,24.79464793,61621,273,1527871,40914,66.4,0.5,-0.05
30-06-10,24.6,25.25,24.2,25.05,24.95536971,117902,364,2942288,68070,57.73,1.05,0.45
29-06-10,25.35,25.4,24.55,24.8,24.92209323,91648,442,2284060,51767,56.48,0.85,-0.55
28-06-10,25,25.35,24.55,24.65,24.89959348,162599,432,4048649,109467,67.32,0.8,-0.35
25-06-10,25.65,25.95,24.65,24.9,25.21354544,121576,454,3065362,88556,72.84,1.3,-0.75
24-06-10,26,26.85,25.25,25.75,26.16623187,143745,685,3761265,83156,57.85,1.6,-0.25
23-06-10,25.1,25.9,25.1,25.8,25.79381353,57157,189,1474297,45601,79.78,0.8,0.7
22-06-10,26.3,26.3,25.7,25.75,25.78663606,87564,268,2257981,55069,62.89,0.6,-0.55
21-06-10,26.1,26.25,25.8,26,26.09535798,83412,321,2176666,60584,72.63,0.45,-0.1
18-06-10,26.55,26.75,25.3,25.8,25.74590251,188896,497,4863298,126555,67,1.45,-0.75
17-06-10,26.6,27.1,26.1,26.55,26.6094806,202561,673,5390043,134588,66.44,1,-0.05
16-06-10,26.1,26.7,26.05,26.2,26.4619073,148493,381,3929408,118907,80.08,0.65,0.1
15-06-10,26.4,26.7,26,26.25,26.42132498,166387,430,4396165,126663,76.13,0.7,-0.15
14-06-10,26.3,26.75,25.95,26.6,26.31922985,179341,648,4720117,121724,67.87,0.8,0.3
11-06-10,25.85,26.85,25.75,26.2,26.13617121,273068,847,7136952,177499,65,1.1,0.35
10-06-10,25.1,26.5,25.1,25.8,25.9398585,211019,940,5473803,99423,47.12,1.4,0.7
09-06-10,25.85,25.9,25.25,25.6,25.57146301,190805,681,4879163,118993,62.36,0.65,-0.25
08-06-10,25.15,26.9,24.75,25.15,25.98313888,496171,1768,12892080,147069,29.64,2.15,0
07-06-10,25,25.8,24.25,24.75,24.9495132,198646,815,4956121,98695,49.68,1.55,-0.25
04-06-10,25.6,26.35,25.3,25.55,25.75436761,304972,1164,7854361,154296,50.59,1.05,-0.05
03-06-10,27.7,28.8,25.25,25.65,27.13952139,1144011,3955,31047911,556468,48.64,3.55,-2.05
02-06-10,23,27.1,23,27.1,26.37906431,2178232,7149,57459722,849189,38.99,4.1,4.1
01-06-10,22.65,23.3,22.3,22.6,22.69881051,78605,343,1784240,41296,52.54,1,-0.05
31-05-10,23.25,23.6,22.25,22.6,22.8686242,149746,421,3424485,91400,61.04,1.35,-0.65
28-05-10,24,24.45,22.7,23.25,23.87559141,200790,622,4793980,114690,57.12,1.75,-0.75
27-05-10,23.2,24,22.4,23.6,23.33294525,407124,1294,9499402,188350,46.26,1.6,0.4
26-05-10,22,22.45,21.6,22.2,22.0371635,83469,353,1839420,57674,69.1,0.85,0.2
25-05-10,22.8,22.8,21,21.45,21.7181896,153071,552,3324425,99298,64.87,1.8,-1.35
24-05-10,22.6,23.25,22.35,22.8,22.82647185,114431,505,2612056,70220,61.36,0.9,0.2
21-05-10,20.25,22.45,20.1,22.25,21.45487833,231319,988,4962921,108247,46.8,2.35,2
20-05-10,22.9,24,21.3,21.7,22.32663746,216601,834,4835972,149566,69.05,2.7,-1.2
19-05-10,23.5,24.25,23.1,23.35,23.70053442,143332,518,3397045,93350,65.13,1.15,-0.15
18-05-10,23.8,24.35,23.6,23.8,24.07086325,111440,415,2682457,64805,58.15,0.75,0
17-05-10,23.75,24.4,23.2,24.2,23.86084531,95728,426,2284151,56450,58.97,1.2,0.45
14-05-10,24.7,25,24,24.1,24.33606125,157385,589,3830131,95467,60.66,1,-0.6
13-05-10,26,26,24.7,24.85,25.38740678,269399,1086,6839342,136910,50.82,1.3,-1.15
12-05-10,24.9,25.5,24.25,24.95,24.93438449,351548,881,8765633,189394,53.87,1.25,0.05
11-05-10,24.7,25.5,23.9,24.15,24.67815172,212305,662,5239295,159888,75.31,1.6,-0.55
10-05-10,25.3,25.55,24.5,25,25.01049425,221550,691,5541075,162723,73.45,1.05,-0.3
07-05-10,26.3,26.6,24,24.45,25.02829358,388180,1129,9715483,266079,68.55,2.6,-1.85
06-05-10,25.9,26.7,25.85,26.45,26.19425739,120433,440,3154653,62901,52.23,0.85,0.55
05-05-10,26.5,26.6,25.3,25.95,25.94000298,187726,746,4869613,93954,50.05,1.3,-0.55
04-05-10,27.45,28,26.25,26.5,27.33360109,286327,1050,7826348,150144,52.44,1.75,-0.95
03-05-10,27.45,27.9,26.6,26.75,27.02978043,101879,455,2753767,67009,65.77,1.3,-0.7
30-04-10,28.45,28.45,26.7,27.05,27.49717501,166549,509,4579627,126020,75.67,1.75,-1.4
29-04-10,27.25,28.7,27.1,27.9,27.9454448,380642,1286,10637210,244996,64.36,1.6,0.65
28-04-10,26,27.8,26,27,27.26986101,252530,931,6886458,138427,54.82,1.8,1
27-04-10,27.1,27.3,26.1,26.6,26.72725057,168224,536,4496165,113919,67.72,1.2,-0.5
26-04-10,28,28.45,27.05,27.25,27.58866646,84722,366,2337367,63258,74.67,1.4,-0.75
23-04-10,27.25,28.65,27.25,27.8,28.08593341,191148,788,5368570,108049,56.53,1.4,0.55
22-04-10,26.9,28.8,26.5,27.8,27.7151491,638513,1745,17696483,351930,55.12,2.3,0.9
21-04-10,26.9,27.15,26.3,26.45,26.77418979,145888,631,3906033,75820,51.97,0.85,-0.45
20-04-10,26.1,27.15,26.1,26.55,26.65446429,128363,607,3421447,63728,49.65,1.05,0.45
19-04-10,25.8,26.4,25.6,25.9,26.03864795,96150,427,2503616,70235,73.05,0.8,0.1
16-04-10,26.85,27.45,26.25,26.6,26.74132103,154713,640,4137230,74399,48.09,1.2,-0.25
15-04-10,27.5,27.8,26.5,26.85,27.4654451,172074,725,4726089,85313,49.58,1.3,-0.65
13-04-10,27.8,27.8,26.75,26.9,27.08978669,235614,705,6382733,147730,62.7,1.05,-0.9
12-04-10,28.35,28.75,27.55,27.65,27.90349459,139816,467,3901355,87665,62.7,1.2,-0.7
09-04-10,28.35,28.9,27.9,28.05,28.27692916,217608,728,6153286,111429,51.21,1,-0.3
08-04-10,28.1,28.8,27.85,27.95,28.2930398,222939,828,6307622,123613,55.45,0.95,-0.15
07-04-10,29,29.8,28.25,28.4,29.03028716,385675,1269,11196256,217946,56.51,1.55,-0.6
06-04-10,28.7,30.3,27.85,28.8,29.38966202,934805,3008,27473603,307307,32.87,2.45,0.1
05-04-10,29.25,29.65,27.8,28.1,28.7071115,353090,1312,10136194,216086,61.2,1.85,-1.15
01-04-10,28.3,30.4,28,28.85,29.19813708,1393833,5119,40697327,485313,34.82,2.4,0.55
31-03-10,24.1,28.75,23.9,27.45,26.77707803,1007034,2307,26965428,356851,35.44,4.85,3.35
30-03-10,24.5,24.75,24,24.15,24.36573701,127753,409,3112796,93166,72.93,0.75,-0.35
29-03-10,24.65,25.15,23.7,23.95,24.49905804,139603,583,3420142,99096,70.98,1.45,-0.7
26-03-10,24.75,25.6,24.35,24.55,24.94759751,165412,564,4126632,114244,69.07,1.25,-0.2
25-03-10,25.5,25.5,24.85,25.05,25.07174099,119346,427,2992212,88654,74.28,0.65,-0.45
23-03-10,25.7,25.95,25,25.1,25.44963068,108171,488,2752912,73718,68.15,0.95,-0.6
22-03-10,26,26.25,25.05,25.4,25.7765564,87060,392,2244107,51420,59.06,1.2,-0.6
19-03-10,26,26.5,25.6,26.2,26.03636329,155954,537,4060475,105715,67.79,0.9,0.2
18-03-10,26.4,26.4,25.65,25.85,26.0392756,153174,423,3988540,121455,79.29,0.75,-0.55
17-03-10,26.6,26.6,25.75,25.9,26.16160199,173884,638,4549084,113418,65.23,0.85,-0.7
16-03-10,26.5,27,25.95,26.1,26.3431063,117194,538,3087254,77871,66.45,1.05,-0.4
15-03-10,27.3,27.3,25.8,26,26.46917058,135974,576,3599119,92220,67.82,1.5,-1.3
12-03-10,27.85,28.1,26.65,26.8,27.14280282,134108,506,3640067,83002,61.89,1.45,-1.05
11-03-10,26.7,28.25,26.5,27.35,27.47212423,151655,732,4166285,76379,50.36,1.75,0.65
10-03-10,28,28,26.95,27.1,27.37572494,147427,616,4035921,101230,68.66,1.05,-0.9
09-03-10,28.1,28.1,27.3,27.75,27.65785314,142962,602,3954022,79427,55.56,0.8,-0.35
08-03-10,29.5,29.8,28.2,28.4,28.96080519,274271,816,7943109,168037,61.27,1.6,-1.1
05-03-10,31.5,31.5,28.75,29.1,29.53960204,298520,1065,8818162,167229,56.02,2.75,-2.4
04-03-10,29.5,30.8,29,29.95,30.10614724,768084,3121,23124050,376340,49,1.8,0.45
03-03-10,27.7,29.5,27,28.65,28.34707402,443185,2017,12562998,190151,42.91,2.5,0.95
02-03-10,29.15,29.15,26.6,27.3,27.25433345,421604,1368,11490536,206871,49.07,2.55,-1.85
26-02-10,25.4,26.5,24.85,26.5,26.34377297,359112,1488,9460365,209725,58.4,1.65,1.1
25-02-10,24.15,24.95,23.95,24.1,24.38537342,91532,444,2232042,66325,72.46,1,-0.05
24-02-10,25,25.5,24.1,24.4,24.84653182,108270,518,2690134,69619,64.3,1.4,-0.6
23-02-10,26,26,25,25.1,25.32387278,131141,502,3320998,64843,49.45,1,-0.9
22-02-10,27,27.4,25.55,25.75,26.50954166,130166,492,3450641,70167,53.91,1.85,-1.25
19-02-10,28,28,26.3,26.6,26.86084708,113307,476,3043522,74156,65.45,1.7,-1.4
18-02-10,28.4,28.5,27.35,27.5,27.83496523,100088,382,2785946,54922,54.87,1.15,-0.9
17-02-10,27.2,29.2,26.9,28.3,27.96724754,293810,1116,8217057,139821,47.59,2.3,1.1
16-02-10,27.2,27.5,26.9,27.05,27.10988559,114146,445,3094485,70831,62.05,0.6,-0.15
15-02-10,28,28.3,26.75,27,27.51755729,111008,478,3054669,76355,68.78,1.55,-1
11-02-10,28.05,28.5,27.55,27.7,28.01374044,105819,505,2964386,59871,56.58,0.95,-0.35
10-02-10,28.7,29,27.4,27.85,28.36435516,138236,591,3920975,87013,62.95,1.6,-0.85
09-02-10,28.2,28.5,27.8,27.9,28.01545181,136683,432,3829236,95319,69.74,0.7,-0.3
08-02-10,28.5,28.6,27.65,27.95,28.05009279,179986,573,5048624,126628,70.35,0.95,-0.55
06-02-10,29,29,27.5,28.3,28.22686245,38887,189,1097658,25378,65.26,1.5,-0.7
05-02-10,28,28.85,27.7,28.05,28.08959398,195214,896,5483482,128137,65.64,1.15,0.05
04-02-10,30,30.7,29.1,29.3,29.79341289,149322,515,4448812,110239,73.83,1.6,-0.7
03-02-10,30.6,30.95,29.65,30,30.42330265,172092,577,5235607,123014,71.48,1.3,-0.6
02-02-10,31.4,32,30.05,30.15,31.07904859,171325,694,5324618,78568,45.86,1.95,-1.25
01-02-10,31,31,29.75,30.7,30.48079158,202229,782,6164100,116949,57.83,1.25,-0.3
29-01-10,29,30.5,28,29.9,29.13625825,229454,984,6685431,125345,54.63,2.5,0.9
28-01-10,30.65,31.35,29.5,29.9,30.55597039,171957,920,5254313,110260,64.12,1.85,-0.75
27-01-10,32.4,32.8,29.55,30.1,31.21678076,227594,1231,7104752,160111,70.35,3.25,-2.3
25-01-10,32,32.95,32,32.6,32.38890808,136045,780,4406349,88738,65.23,0.95,0.6
22-01-10,33.1,33.1,31.5,32.3,32.27075051,269909,1346,8710166,179785,66.61,1.6,-0.8
21-01-10,33.15,34.75,32.9,33.25,33.75024178,351564,1476,11865370,232530,66.14,1.85,0.1
20-01-10,34.6,34.65,33.2,33.4,33.93492523,299056,1050,10148443,228448,76.39,1.45,-1.2
19-01-10,34.55,34.85,34.05,34.2,34.47218414,266970,996,9203039,172253,64.52,0.8,-0.35
18-01-10,35,35.5,34.35,34.55,34.89095125,398033,1204,13887750,292180,73.41,1.15,-0.45
15-01-10,36.3,37.45,34.9,35.15,36.00328499,461189,1476,16604319,321605,69.73,2.55,-1.15
14-01-10,36.3,37.5,35.75,36.65,36.71072426,383150,1579,14065714,195831,51.11,1.75,0.35
13-01-10,36.85,37,35.8,36,36.27381457,367800,1431,13341509,248198,67.48,1.2,-0.85
12-01-10,40.05,40.05,37,37.35,38.41204622,386561,1657,14848599,261625,67.68,3.05,-2.7
11-01-10,40.9,40.9,39.05,39.5,39.93727077,1272724,4816,50829123,863256,67.83,1.85,-1.4
08-01-10,38.9,40.7,38.1,38.7,38.91900486,1045927,2786,40706438,684013,65.4,2.6,-0.2
07-01-10,38,38.95,37.9,38.9,38.66009044,1331107,3792,51460717,837151,62.89,1.05,0.9
06-01-10,36.25,37.8,34.65,37.1,36.61191837,690682,1502,25287193,440219,63.74,3.15,0.85
05-01-10,35.8,36.55,35.25,36,36.19619751,791060,1825,28633364,514576,65.05,1.3,0.2
04-01-10,35,35.3,34,34.85,34.52435529,251896,816,8696547,168470,66.88,1.3,-0.15
31-12-09,33.5,34.95,33,34.5,34.68634615,557264,1452,19329452,215420,38.66,1.95,1
30-12-09,33.25,33.75,32.55,33.3,33.27687647,117854,521,3921813,74276,63.02,1.2,0.05
29-12-09,33.1,33.5,32.6,32.85,33.03236811,100253,521,3311594,69289,69.11,0.9,-0.25
24-12-09,34,34.15,32.65,33,33.13448542,187775,659,6221828,113168,60.27,1.5,-1
23-12-09,33.05,33.8,33.05,33.45,33.55706985,75136,442,2521344,42441,56.49,0.75,0.4
22-12-09,32.75,33.8,32.75,33.35,33.31959847,114162,428,3803832,53219,46.62,1.05,0.6
21-12-09,33.55,33.55,32.75,33.25,33.19659391,108218,517,3592469,66663,61.6,0.8,-0.3
18-12-09,33.8,34.35,33.1,33.5,33.74083147,110623,511,3732512,70499,63.73,1.25,-0.3
17-12-09,34.3,34.8,33.7,33.8,34.00116796,143841,593,4890762,80512,55.97,1.1,-0.5
16-12-09,33.6,35.15,33.6,34.1,34.3688072,194500,703,6684733,88426,45.46,1.55,0.5
